help	exploited_by	abandon, turn_against,take_aim_at
are_abducted_by	appeal_to, forgive	are_pitied_by
are_freed_by	snitch_on, *are_cut_off_by, *are_forgotten_by	disappoint
elude	take_aim_at	impress
flirt_with	*stalk, *spy_on	are_abducted_by
play_with	*are_intrigued_by	are_abducted_by
ignore	*stalk, *spy_on	are_abducted_by
look_up_to	become_dependent_upon	are_corrupted_by
identify_with	become_dependent_upon	are_corrupted_by
confide_in	*take_advantage_of	are_blackmailed_by
learn_from	are_indoctrinated_by, are_brainwashed_by, *lead_astray	are_corrupted_by
are_favored_by	fail_to_deliver_for	disappoint
seek_forgiveness_from	*are_sickened_by, *resent, *harden_toward	are_banished_by
are_appointed_by	fail_to_deliver_for	disappoint
seek_forgiveness_from	*are_sickened_by, *resent, *harden_toward	are_spurned_by
are_appointed_by	are_distrusted_by, are_mistreated_by, are_abused_by	disagree_with
beg_forgiveness_from	*are_sickened_by, *resent	are_banished_by
show_loyalty_to	are_underappreciated_by	are_pushed_too_far_by
stand_up_to	are_attacked_by, are_savaged_by, *attack	are_arrested_for_killing
testify_against	*are_disappointed_by	are_haunted_by
beg_forgiveness_from	are_taunted_by, are_mocked_by	are_driven_mad_by
are_arrested_for_killing	remember	mourn_for
stand_up_to	are_attacked_by, are_savaged_by, *attack	are_arrested_for_hurting
attack	are_attacked_by, are_savaged_by, *attack	are_arrested_for_killing
attack	are_attacked_by, are_savaged_by, *attack	are_arrested_for_hurting
silence	*stand_up_to	are_arrested_for_killing
silence	*stand_up_to	are_arrested_for_hurting
track_down	are_resisted_by, *struggle_with	are_arrested_for_killing
track_down	are_resisted_by, *struggle_with	are_arrested_for_hurting
are_facilitated_by	disagree_with	argue_with
threaten	are_attacked_by, are_savaged_by, *attack	are_arrested_for_killing
threaten	are_attacked_by, are_savaged_by, *attack	are_arrested_for_hurting
sue	are_threatened_by, are_intimidated_by, *terrorize	are_arrested_for_killing
sue	are_threatened_by, are_intimidated_by, *terrorize	are_arrested_for_hurting
taunt	are_attacked_by, are_savaged_by, *attack	are_arrested_for_killing
taunt	are_attacked_by, are_savaged_by, *attack	are_arrested_for_hurting
arrest	*are_mistreated_by, taunt	are_attacked_by
struggle_with	are_overwhelmed_by, *terrorize	are_subdued_by
fight_against	are_overwhelmed_by, *terrorize	are_subdued_by
are_attacked_by	*fear, stand_up_to	resist
resist	are_overwhelmed_by, *terrorize	are_subdued_by
curry_favor_with	*coerce, are_controlled_by	are_exploited_by
are_attacked_by	*impress, respect	learn_from
are_ruled_by	study, spy_on, observe	learn_from
learn_from	*lose_control_over	are_feared_by
are_attracted_by	fail_to_impress	disgust
trust	are_visited_by	are_snatched_by
are_attracted_by	are_ignored_by	fail_to_impress
fall_in_love_with	bow_down_to, cede_power_to	are_ruled_by
curry_favor_with	*take_advantage_of	are_manipulated_by
flirt_with	*stalk, *spy_on	are_snatched_by
kiss_up_to	disappoint, fail_to_deliver_for	are_taunted_by
play_with	*are_intrigued_by	are_snatched_by
sleep_with	*are_intrigued_by, *fall_in_love_with	are_stalked_by
are_interviewed_by	*harden_toward, are_probed_by	lie_to
are_stalked_by	*are_bored_by	disappoint
are_ruled_by	stand_up_to, are_mistreated_by, denounce, campaign_against, rise_against, are_persecuted_by	overthrow
suck_up_to	fail_to_deliver_for, fail_to_impress, disgust	are_taunted_by
lick_up_to	fail_to_deliver_for, fail_to_impress, disgust	are_taunted_by
are_ruled_by	are_pushed_too_far_by, are_persecuted_by	rise_against
rise_against	are_defeated_by, *defeat	are_incarcerated_by
are_interviewed_by	*harden_toward, are_probed_by	deceive
struggle_with	*lose_control_over, *fear	are_threatened_by
worship	*indoctrinate	are_manipulated_by
are_interviewed_by	*harden_toward, are_probed_by	pay_off
run_away_from	*pursue, *chase_after	are_taunted_by
lick_up_to	*harden_toward, *resent	are_disrespected_by
suck_up_to	*harden_toward, *resent	are_disrespected_by
kiss_up_to	*harden_toward, *resent	are_disrespected_by
are_ennobled_by	lose_faith_in	disagree_with
curry_favor_with	*harden_toward, *resent	are_disrespected_by
are_ennobled_by	take_advantage_of	cheat
are_exorcized_by	pine_for, *are_missed_by	cry_for
are_nurtured_by	*are_bitten_by, *steal_from, *are_robbed_by, become_dependent_upon	disappoint
attack	underestimate, *overcome	are_beaten_by
are_beaten_by	*lose_interest_in, *are_bored_by	escape_from
escape_from	impress, *are_impressed_by	are_respected_by
indoctrinate	coerce, bully, *are_abused_by, *are_mistreated_by, chastise, discipline	are_disrespected_by
are_respected_by	take_advantage_of	corrupt
inspire	underestimate	are_upstaged_by
are_respected_by	indoctrinate, take_advantage_of	lead_astray
are_enslaved_by	are_pushed_too_far_by, are_whipped_by	stand_up_to
stand_up_to	*laugh_at, *taunt, are_taunted_by, *overcome	are_beaten_by
sue	*testify_against, *undermine, *overcome	are_beaten_by
condescend_to	are_despised_by	are_beaten_by
are_interrogated_by	appease	lie_to
are_interrogated_by	appease	deceive
are_rescued_by	condescend_to, cause_trouble_for, complain_to	disgust
are_tended_by	are_chastised_by, chastise, cause_trouble_for	turn_against
fall_in_love_with	*lose_interest_in, *are_bored_by	are_betrayed_by
are_championed_by	fail_to_impress	disappoint
are_championed_by	kill_for, lose_favor_with	disgust
marry	*lose_interest_in, *are_bored_by, *cheat_on	are_betrayed_by
are_escorted_by	are_bored_by, are_frustrated_by	condescend_to
promote	*spy_on, *snitch_on, *turn_against	are_betrayed_by
advise	*tune_out, lose_favor_with	are_betrayed_by
teach	*turn_against	are_betrayed_by
are_scripted_by	*lose_control_over, distrust, *lose_favor_with	disagree_with
trust	*grow_suspicious_of	are_betrayed_by
underestimate	*take_advantage_of	are_betrayed_by
are_waited_upon_by	*are_underappreciated_by, *lose_favor_with	fail_to_reward
are_blackmailed_by	threaten, intimidate, appeal_to	refuse_to_pay
sleep_with	are_photographed_by, confess_to, confide_in	are_blackmailed_by
are_followed_by	brainwash, indoctrinate, *are_radicalized_by	lead_astray
are_investigated_by	*are_answered_by	deceive
are_booed_by	silence	stand_up_to
worship	*brainwash, are_brainwashed_by, *take_advantage_of	are_deceived_by
stalk	*are_driven_mad_by, *stand_up_to	are_threatened_by
listen_to	lose_interest_in, *lie_to, *condescend_to, *preach_to, *lecture_to	are_bored_by
heckle	*stand_up_to	are_humiliated_by
listen_to	are_molded_by	are_indoctrinated_by
believe_in	are_molded_by	are_brainwashed_by
obey	*take_advantage_of	are_manipulated_by
are_brainwashed_by	are_pushed_too_far_by	disagree_with
read_the_works_of	are_molded_by	are_indoctrinated_by
are_rewarded_with	take_aim_at	take_advantage_of
marry	lose_interest_in	are_bored_by
are_enslaved_by	appeal_to, forgive	obtain_sympathy_from
are_enslaved_by	are_pushed_too_far_by, *lose_control_over	escape_from
bow_down_to	*take_advantage_of	are_enslaved_by
are_counseled_by	grow_suspicious_of	disagree_with
are_counseled_by	grow_suspicious_of	argue_with
threaten	*appease	are_bought_off_by
are_baptized_by	are_brainwashed_by, *brainwash	cede_power_to
are_manipulated_by	grow_suspicious_of	stand_up_to
identify_with	are_controlled_by	are_brainwashed_by
show_loyalty_to	are_molded_by	are_brainwashed_by
are_chased_by	taunt	underestimate
are_captured_by	*are_sickened_by	disgust
are_incarcerated_by	underestimate	escape_from
struggle_against	lose_to	are_incarcerated_by
are_incarcerated_by	lose_control_over	break_free_of
are_hunted_by	taunt	underestimate
are_trusted_by	lie_to	disappoint
are_promoted_by	fail_to_deliver_for, fail_to_impress, lie_to, cheat, defraud	disillusion
are_trusted_by	take_advantage_of, spy_on	steal_from
are_promoted_by	upstage, *are_upstaged_by	condescend_to
are_chosen_by	lose_faith_in	fail_to_deliver_for
are_chosen_by	fail_to_deliver_for	disappoint
are_handled_by	fail_to_deliver_for	disappoint
look_up_to	*take_advantage_of	are_pushed_too_far_by
are_handled_by	lose_interest_in	fail_to_deliver_for
stand_up_to	*resent, *lose_interest_in	are_dismissed_by
show_loyalty_to	are_molded_by	are_corrupted_by
are_handled_by	lose_interest_in	fail_to_impress
welcome	are_undermined_by, *undermine	are_conquered_by
work_for	*take_advantage_of	are_exploited_by
rise_against	are_overwhelmed_by	are_subdued_by
settle_with	*brief_against	are_exploited_by
turn_against	are_overwhelmed_by	are_subdued_by
let_in	are_undermined_by, *undermine	are_conquered_by
inspire	*compete_with	are_copied_by
impress	*compete_with	are_copied_by
sleep_with	*deceive	are_exploited_by
compete_with	are_upstaged_by, are_defeated_by	are_supplanted_by
promote	are_upstaged_by, *brief_against, are_undermined_by, *compete_with	are_supplanted_by
promote	*compete_with	are_upstaged_by
worship	*take_advantage_of, *lead_astray	are_radicalized_by
trust	are_targeted_by, prey_on, *lead_astray	are_corrupted_by
listen_to	*lead_astray	are_corrupted_by
fall_in_love_with	*lead_astray	are_corrupted_by
fight_for	*lead_astray	are_corrupted_by
sleep_with	*lead_astray	are_corrupted_by
settle_with	are_manipulated_by	are_corrupted_by
worship	*take_advantage_of, *lead_astray	are_corrupted_by
are_funded_by	*are_cheated_by, *are_defrauded_by	fail_to_deliver_for
are_funded_by	fail_to_deliver_for	disappoint
are_funded_by	fail_to_deliver_for	lie_to
are_funded_by	take_advantage_of	steal_from
are_supplied_by	take_advantage_of	steal_from
are_supplied_by	fail_to_deliver_for	lie_to
are_visited_by	*condescend_to, *insult, *offend	rebuff
are_visited_by	*condescend_to, *take_advantage_to, *lie_to	insult
are_visited_by	*condescend_to, *take_advantage_to, *lie_to	offend
are_visited_by	dislike	take_advantage_of
trust	*take_advantage_of	are_deceived_by
listen_to	*massage	are_deceived_by
are_obeyed_by	take_advantage_of	overwork
look_up_to	are_disrespected_by	are_deceived_by
learn_from	are_brainwashed_by	are_deceived_by
pine_for	are_ignored_by, cause_trouble_for, spread_lies_about	are_humiliated_by
are_ordained_by	are_disgusted_by, lose_faith_in	undermine
are_ordained_by	lose_faith_in, are_unimpressed_with	disagree_with
are_chronicled_by	condescend_to	fail_to_impress
seek_forgiveness_from	*are_disgusted_by	are_killed_by
beg_forgiveness_from	*are_disgusted_by	are_killed_by
are_examined_by	*are_concerned_about	lie_to
are_examined_by	*are_concerned_about	deceive
are_marketed_by	are_misrepresented_by	fire
are_marketed_by	are_misrepresented_by	break_with
are_questioned_by	are_concerned_about	lie_to
are_questioned_by	are_concerned_about	deceive
are_remembered_by	*read_about, *study	disappoint
are_remembered_by	*are_ignored_by, cause_trouble_for	alienate
are_studied_by	fail_to_impress	disappoint
are_trusted_by	take_advantage_of	deceive
are_trusted_by	take_advantage_of	profit_from
are_venerated_by	condescend_to	disappoint
are_venerated_by	*read_about, *study	disgust
work_with	*compete_with	disagree_with
are_served_by	*deceive, *lie_to	exploit
seek_forgiveness_from	*are_disgusted_by, *resent	are_incarcerated_by
beg_forgiveness_from	*are_disgusted_by, *resent	are_incarcerated_by
are_served_by	are_underappreciated_by	overwork
are_served_by	*are_silenced_by	oppress
release	*rise_against, *campaign_against	are_deposed_by
spread_lies_about	*rise_against, *campaign_against	are_deposed_by
are_worshipped_by	condescend_to, dislike	abuse
mentor	*compete_with	are_upstaged_by
are_elected_by	disappoint	fail_to_deliver_for
are_elected_by	fail_to_deliver_for	disappoint
inspire	*fail_to_deliver_for	are_unimpressed_by
ignore	*stalk, *prey_on, *spy_on	are_kidnapped_by
coach	*fail_to_deliver_for	are_unimpressed_by
mentor	*fail_to_deliver_for	are_unimpressed_by
are_worshipped_by	*are_radicalized_by	terrorize
terrorize	lose_control_over, *lose_faith_with, *stand_up_to	are_resisted_by
coach	*compete_with	are_upstaged_by
are_worshipped_by	fail_to_deliver_for	disappoint
steal_from	are_investigated_by	are_uncovered_by
are_forgotten_by	pine_for, *are_missed_by	track_down
track_down	*are_found_by	are_spurned_by
pursue	*are_found_by	are_spurned_by
seek_forgiveness_from	*hate, *resent	are_investigated_by
cheat	are_investigated_by	are_uncovered_by
are_sought_by	*are_rebuffed_by	condescend_to
are_dumped_by	appeal_to, *cry_for	obtain_sympathy_from
are_sought_by	*are_rebuffed_by	disgust
are_led_by	lose_faith_in, are_unimpressed_with	grow_suspicious_of
are_sought_by	hate, dislike	argue_with
talk_to	are_deceived_by	are_snatched_by
are_radicalized_by	*sacrifice, are_manipulated_by	grow_suspicious_of
pay_off	*preach_to	are_humiliated_by
settle_with	*preach_to	are_humiliated_by
are_commanded_by	are_undermined_by, *undermine	disrespect
are_commanded_by	are_pushed_too_far_by, *lose_control_over	steal_from
are_published_by	*withhold_payment_from, write_about, *lose_control_over, cause_trouble_for	embarrass
are_published_by	write_about	spread_lies_about
are_published_by	fail_to_deliver_for	lie_to
are_published_by	write_about	misrepresent
are_recruited_by	fail_to_deliver_for	disappoint
are_recruited_by	cause_trouble_for	alienate
are_recruited_by	lose_faith_in, grow_suspicious_of	fail_to_deliver_for
are_recruited_by	cause_trouble_for	fail_to_impress
are_recruited_by	*withhold_payment_from	steal_from
are_trusted_by	grow_suspicious_of	lie_to
are_trusted_by	resent, take_advantage_of	cheat
trust	*take_advantage_of	are_manipulated_by
look_up_to	*preach_to, *lecture_to	are_indoctrinated_by
read_the_works_of	lose_interest_in	are_bored_by
trust	*preach_to, *lecture_to	are_indoctrinated_by
look_up_to	*take_advantage_of	are_manipulated_by
are_picked_by	resent, take_advantage_of	exploit
are_picked_by	resent, take_advantage_of	deceive
are_flattered_by	disappoint	fail_to_deliver_for
are_flattered_by	fail_to_deliver_for, cause_trouble_for	disappoint
are_flattered_by	lose_interest_in	fail_to_impress
welcome	preach_to, lecture_to	are_disrespected_by
let_in	preach_to, lecture_to	are_disrespected_by
are_fielded_by	fail_to_deliver_for, fail_to_impress, cause_trouble_for	disappoint
are_loved_by	hate, dislike	insult
are_loved_by	*fail_to_impress, *cheat_on	disrespect
are_marketed_by	cause_trouble_for	disappoint
are_selected_by	fail_to_deliver_for, fail_to_impress, cause_trouble_for	disappoint
are_signed_by	fail_to_deliver_for, fail_to_impress, cause_trouble_for	disappoint
are_supervised_by	cause_trouble_for	fail_to_deliver_for
are_supervised_by	fail_to_deliver_for, fail_to_impress, cause_trouble_for, *are_upstaged_by	disappoint
are_supervised_by	are_underappreciated_by, are_undermined_by, *undermine, *lose_control_over	spread_lies_about
are_trained_by	are_undermined_by, *undermine, compete_with	insult
are_trained_by	compete_with	disrespect
are_trained_by	tune_out, are_bored_by	fail_to_deliver_for
are_trained_by	tune_out, are_bored_by	fail_to_impress
are_trained_by	*invest_in, *disqualify	fail_to_reward
are_transported_by	*condescend_to, *take_advantage_to, *lie_to	insult
are_transported_by	*condescend_to, *take_advantage_to, *lie_to	disrespect
are_trusted_by	*lie_to, *deceive	take_advantage_of
fall_in_love_with	cheat_on, *lose_interest_in	are_dumped_by
are_accommodated_by	*steal_from, are_evicted_by, *starve	disrespect
are_accommodated_by	are_abused_by, are_mistreated_by, *starve	steal_from
are_cared_for_by	*are_underappreciated_by	exploit
are_cared_for_by	take_advantage_of	steal_from
are_received_by	are_offended_by, *condescend_to	insult
are_received_by	*condescend_to, are_bored_by, *preach_to	offend
are_received_by	are_bored_by, *joke_about	condescend_to
show_loyalty_to	pander_to	are_enslaved_by
fall_in_love_with	are_dominated_by, *take_as_prisoner	are_enslaved_by
curry_favor_with	are_dominated_by, *take_as_prisoner	are_enslaved_by
beg_forgiveness_from	are_subjugated_by, *take_as_prisoner	are_enslaved_by
seek_forgiveness_from	are_subjugated_by, *take_as_prisoner	are_enslaved_by
are_mocked_by	listen_to	agree_with
sleep_with	fall_in_love_with	are_manipulated_by
fall_in_love_with	*influence	are_manipulated_by
seek_forgiveness_from	*are_disgusted_by	are_ignored_by
are_commanded_by	*lose_control_over, fail_to_deliver_for, cause_trouble_for	disappoint
are_commanded_by	compete_with	undermine
are_commanded_by	lose_faith_in	disagree_with
are_converted_by	are_indoctrinated_by, *preach_to	disagree_with
are_converted_by	disagree_with, argue_with, debate_with	disappoint
are_feared_by	*observe, *spy_on, are_undermined_by	underestimate
marry	*cheat_on, *lose_interest_in	are_exploited_by
worship	are_indoctrinated_by, are_brainwashed_by, *lead_astray	are_exploited_by
pray_to	are_indoctrinated_by, are_brainwashed_by, *lead_astray	are_exploited_by
sacrifice_to	are_indoctrinated_by, are_brainwashed_by, *lead_astray	are_exploited_by
cede_power_to	*lie_to, *deceive	are_misrepresented_by
complain_to	*cause_trouble_for	are_humiliated_by
show_loyalty_to	are_indoctrinated_by, are_brainwashed_by, *lead_astray	are_exploited_by
agree_with	are_misrepresented_by, *lie_to	are_exploited_by
agree_with	are_misrepresented_by, *lie_to	are_pushed_too_far_by
are_graded_by	are_disqualified_by, fail_to_impress	pay_off
are_graded_by	are_disqualified_by, fail_to_impress	bribe
are_graded_by	are_disqualified_by, fail_to_impress	blackmail
condescend_to	*lay_a_trap_for	are_kidnapped_by
are_mocked_by	laugh_at	stand_up_to
are_represented_by	confess_to	disgust
are_represented_by	*snitch_on, *lose_faith_in, *lose_control_over	threaten
are_hired_by	are_underpaid_by	fail_to_deliver_for
are_hired_by	fail_to_deliver_for, cause_trouble_for	disappoint
are_hired_by	*are_disrespected_by, *lose_control_over	cause_trouble_for
are_hired_by	are_underpaid_by, are_underappreciated_by	misrepresent
are_hired_by	are_underpaid_by, are_underappreciated_by	steal_from
are_hired_by	*lose_control_over, resent	take_advantage_of
are_retained_by	are_disgusted_by, lose_faith_in	fail_to_deliver_for
are_retained_by	are_disgusted_by, lose_faith_in	fail_to_impress
stand_up_to	*are_offended_by, threaten	are_fired_by
negotiate_with	threaten, intimidate	are_fired_by
are_used_by	kill_for	disgust
are_used_by	cause_trouble_for	disappoint
are_used_by	are_underpaid_by, are_underappreciated_by	steal_from
are_used_by	are_underpaid_by, are_underappreciated_by	fail_to_deliver_for
are_detained_by	appeal_to	obtain_sympathy_from
are_imprisoned_by	appeal_to	obtain_sympathy_from
are_detained_by	appeal_to	are_pitied_by
are_imprisoned_by	appeal_to	are_pitied_by
are_assaulted_by	harden_toward	stand_up_to
are_hurt_by	harden_toward	stand_up_to
look_up_to	*take_advantage_of, are_underappreciated_by	are_hardened_by
lick_up_to	fail_to_impress	are_humiliated_by
kiss_up_to	fail_to_impress	are_humiliated_by
flatter	*are_disgusted_by	are_humiliated_by
laugh_at	are_rebuked_by, are_scolded_by, are_censured_by	are_humiliated_by
stand_up_to	are_censured_by	are_humiliated_by
are_motivated_by	*are_failed_by	fail_to_deliver_for
criticize	are_censured_by	are_mocked_by
argue_before	are_censured_by	are_undermined_by
inspire	*compete_with	are_imitated_by
are_imitated_by	*influence	lead_astray
lead_astray	are_imitated_by	are_misrepresented_by
advise	*compete_with	are_upstaged_by
pray_with	*lead_astray, *take_advantage_of, *prey_on	are_indoctrinated_by
beg_forgiveness_from	*take_advantage_of, *take_aim_at	are_indoctrinated_by
seek_forgiveness_from	*take_advantage_of, *take_aim_at	are_indoctrinated_by
identify_with	*take_advantage_of, *take_aim_at	are_indoctrinated_by
seek_advice_from	*take_advantage_of, *take_aim_at	are_indoctrinated_by
learn_from	*take_advantage_of, *influence	are_indoctrinated_by
are_intimidated_by	laugh_at	stand_up_to
are_followed_by	*lose_faith_in, *disagree_with	argue_with
lick_up_to	*are_impressed_with	are_mocked_by
kiss_up_to	*are_impressed_with	are_mocked_by
are_loved_by	lose_interest_in	betray
are_tortured_by	*stand_up_to, *resist	taunt
bribe	withhold_payment_from, refuse_to_pay	are_lectured_by
pay_off	*are_underpaid_by	are_lectured_by
seek_advice_from	*are_failed_by, confess_to	are_lectured_by
delegate_to	are_misrepresented_by, *lie_to	are_manipulated_by
show_loyalty_to	are_misrepresented_by, *lie_to	are_manipulated_by
confide_in	*snitch_on, *brief_against	are_manipulated_by
bow_down_to	*dominate	are_manipulated_by
are_trusted_by	*compete_with	underestimate
are_driven_by	*are_guided_by, *are_influenced_by	lead_astray
are_encouraged_by	*are_failed_by	disappoint
show_loyalty_to	are_underappreciated_by	are_underpaid_by
show_loyalty_to	*are_failed_by, fail_to_deliver_for	are_ignored_by
show_loyalty_to	*are_failed_by, fail_to_deliver_for	are_disrespected_by
are_persecuted_by	appeal_to	obtain_sympathy_from
are_controlled_by	*are_failed_by, fail_to_deliver_for	disappoint
are_detained_by	lose_control_over	escape_from
are_detained_by	lose_control_over	break_free_of
are_guarded_by	lose_control_over	escape_from
are_guarded_by	lose_control_over	break_free_of
are_imprisoned_by	lose_control_over	escape_from
are_imprisoned_by	lose_control_over	break_free_of
labor_for	are_underappreciated_by, are_underpaid_by	are_pushed_too_far_by
curry_favor_with	*are_failed_by, fail_to_deliver_for	are_pushed_too_far_by
appeal_to	*condescend_to, *preach_to	are_pushed_too_far_by
appease	are_mistreated_by	are_pushed_too_far_by
are_tortured_by	tune_out	resist
resist	are_harassed_by, are_overwhelmed_by	are_pushed_too_far_by
are_tortured_by	stand_up_to, resist	struggle_with
struggle_with	are_driven_mad_by, are_whipped_by	are_pushed_too_far_by
negotiate_with	*lie_to, are_hindered_by	are_pushed_too_far_by
bow_down_to	are_subjugated_by, *take_as_prisoner	are_pushed_too_far_by
beg_forgiveness_from	are_subjugated_by, are_whipped_by	are_pushed_too_far_by
are_deployed_by	disappoint, are_misrepresented_by	fail_to_deliver_for
are_deployed_by	*are_failed_by	disappoint
are_deployed_by	disappoint, are_misrepresented_by	fail_to_impress
are_dispatched_by	disappoint, are_misrepresented_by	fail_to_deliver_for
are_dispatched_by	*are_failed_by, disappoint, *are_misrepresented_by	disappoint
are_dispatched_by	disappoint, are_misrepresented_by	fail_to_impress
are_dispatched_by	are_misrepresented_by	undermine
are_trusted_by	*are_resented_by, take_advantage_of, are_rejected_by	misrepresent
are_fought_by	*underestimate	impress
are_hired_by	*lead_astray, are_corrupted_by	lie_for
are_reviewed_by	fail_to_impress, *are_unimpressed_by	disappoint
are_reviewed_by	disappoint, are_misrepresented_by, *argue_with	fail_to_deliver_for
are_managed_by	*are_failed_by	fail_to_deliver_for
are_managed_by	*are_failed_by	disappoint
are_managed_by	are_underappreciated_by, are_underpaid_by, *are_rejected_by	spread_lies_about
trust	*become_dependent_upon, *are_rejected_by	are_stalked_by
confide_in	*identify_with, *fall_in_love_with	are_stalked_by
are_read_by	satirize	disagree_with
are_read_by	satirize	disappoint
disappoint	are_resented_by	are_stalked_by
punish	embarrass	are_sued_by
are_financed_by	tune_out	disagree_with
are_financed_by	disagree_with	argue_with
are_financed_by	defraud	lie_to
are_financed_by	lie_to, deceive	take_advantage_of
are_guaranteed_by	lie_to, deceive	exploit
are_guaranteed_by	lie_to, deceive	manipulate
are_insured_by	*evaluate	deceive
are_supplied_by	*take_advantage_of	refuse_to_pay
appeal_to	*condescend_to, *preach_to	are_taunted_by
seek_sympathy_from	*condescend_to, *preach_to	are_taunted_by
are_read_by	satirize	insult
are_read_by	satirize	mock
are_read_by	satirize	offend
abandon	*are_missed_by, feel_sorry_for	are_haunted_by
mock	*compete_with, *resent	are_upstaged_by
insult	*compete_with, *resent	are_upstaged_by
sacrifice	*are_missed_by, feel_sorry_for	are_haunted_by
favor	*compete_with	are_upstaged_by
commission	condescend_to, refuse_to_pay, overwork, withhold_payment_from	are_insulted_by
commission	oppress, bully	are_challenged_by
compose_with	condescend_to, copy, imitate	are_disrespected_by
surrender_to	*resent	are_criticized_by
compose_with	copy, imitate, fail_to_impress	are_insulted_by
compose_with	copy, imitate, fail_to_impress	are_lectured_by
compose_with	copy, imitate, fail_to_impress	are_mocked_by
attack	underestimate	are_deceived_by
attack	underestimate	are_resisted_by
appease	*deceive	are_attacked_by
attack	*stand_up_to, *resist	are_moved_by
sympathize_with	*take_advantage_of	are_cheated_by
attack	underestimate	are_tricked_by
attack	*stand_up_to, *resist, are_tricked_by	are_defeated_by
sympathize_with	*resent	are_disrespected_by
attack	*stand_up_to, *resist, are_tricked_by	are_humiliated_by
sympathize_with	are_ignored_by	are_lectured_by
debate_with	are_undermined_by, *undermine	are_misrepresented_by
negotiate_with	*take_advantage_of	are_deceived_by
negotiate_with	are_deceived_by, *lie_to, are_contradicted_by	are_disrespected_by
negotiate_with	are_deceived_by, *lie_to, are_contradicted_by	are_unimpressed_with
perform_with	*compete_with, *resent, *copy, *imitate	are_upstaged_by
speak_with	*are_bored_by	are_insulted_by
speak_with	*are_bored_by, *are_contradicted_by	are_disrespected_by
avoid	are_missed_by	are_summoned_by
attend	are_pushed_too_far_by	are_shocked_by
attend	are_pushed_too_far_by	are_disgusted_by
excommunicate	are_misrepresented_by	are_blackmailed_by
execute	*are_missed_by, feel_sorry_for	are_haunted_by
kill_for	*are_disgusted_by	are_lectured_by
invest_in	lose_faith_in, lose_control_over	are_insulted_by
believe_in	*condescend_to, *preach_to	are_bored_by
kill_for	are_underappreciated_by, are_underpaid_by	are_pushed_too_far_by
cede_power_to	are_pushed_too_far_by	are_disgusted_by
kill_for	embarrass	are_disrespected_by
invest_in	lose_faith_in, lose_control_over	are_disrespected_by
believe_in	kill_for	are_lectured_by
invest_in	*are_investigated_by	are_deceived_by
cede_power_to	are_imprisoned_by	are_shocked_by
kill_for	are_pushed_too_far_by	are_disgusted_by
defend	*take_advantage_of	are_deceived_by
betray	beg_forgiveness_from	are_forgiven_by
protect	are_underappreciated_by, are_underpaid_by	are_disillusioned_by
protect	*take_advantage_of	are_exploited_by
protect	*take_advantage_of	are_deceived_by
kiss_up_to	fail_to_impress, *are_unimpressed_by	are_ignored_by
manipulate	*grow_suspicious_of	are_uncovered_by
control	are_attracted_by	are_seduced_by
fall_in_love_with	argue_with	are_concerned_about
profit_from	*are_underpaid_by	overwork
control	underestimate, *lie_to	are_tricked_by
control	*are_underappreciated_by	are_deceived_by
profit_from	*are_overworked_by	are_moved_by
control	*lose_faith_in	are_betrayed_by
fear	stand_up_to	are_unimpressed_by
fear	*become_dependent_upon, *rely_on	are_pushed_too_far_by
labor_for	are_overworked_by, are_underappreciated_by	are_disrespected_by
labor_for	are_overworked_by, are_underappreciated_by	are_abused_by
bow_down_to	are_mistreated_by, are_abused_by, are_ignored_by, *condescend_to	are_humiliated_by
subjugate	*rise_against, *rebel_against	are_deposed_by
labor_for	are_overworked_by, are_underappreciated_by	are_underpaid_by
obey	are_overworked_by, are_underappreciated_by, lose_faith_in	are_bored_by
cheat_on	*spy_on, *watch_over, *monitor	are_caught_by
break_up_with	*pine_for, are_missed_by	are_stalked_by
are_stalked_by	let_in	feel_sorry_for
feel_sorry_for	are_driven_mad_by, *anger	are_feared_by
date	*take_advantage_of	are_disillusioned_by
date	*take_advantage_of	are_exploited_by
date	*take_advantage_of	are_deceived_by
follow	*take_advantage_of	are_cheated_by
follow	*take_advantage_of	are_deceived_by
follow	*lose_faith_in	are_disrespected_by
identify_with	*condescend_to, *preach_to	are_rebuffed_by
propose_to	disgust, *lose_interest_in, *are_bored_by	are_rebuffed_by
curry_favor_with	disgust, *lose_interest_in, *are_bored_by	are_ignored_by
curry_favor_with	disgust, *lose_interest_in, *are_bored_by	are_rebuffed_by
campaign_against	*curry_favor_with	are_bought_off_by
campaign_for	*are_failed_by, disappoint, *are_misrepresented_by	are_spurned_by
defeat	*curry_favor_with	are_bought_off_by
campaign_against	are_defeated_by, lose_to	are_humiliated_by
hate	are_charmed_by	are_bought_off_by
are_heckled_by	stand_up_to	defeat
campaign_against	underestimate	are_defeated_by
campaign_for	misrepresent, spread_lies_about, *are_failed_by	are_fired_by
campaign_against	underestimate	are_tricked_by
campaign_against	*spy_on, *watch_over, *monitor	are_blackmailed_by
campaign_for	grow_suspicious_of, lose_faith_in	are_deceived_by
hate	*appeal_to	are_moved_by
campaign_for	*take_advantage_of, are_underappreciated_by, are_undermined_by, *undermine, *intimidate_with	are_disappointed_by
campaign_for	are_undermined_by, *undermine	are_unimpressed_by
campaign_for	*condescend_to, are_bored_by, 	are_ignored_by
leak_to	*take_advantage_of	are_named_by
perform_for	are_heckled_by, are_booed_by	are_pushed_too_far_by
